"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228"
"EHI01651",0.037529632,0.92930233,0.17201324,0.87982804,0.99996376,0.99920034,0.9995481,0.90855616,0.9997261,0.99922854,0.99991995,0.99898326,0.00014119773,0,0.0017790882,0.00411716,0.9968641,0.96339035,0.92224646,0.0011832534,0.9994219,0.00027420127,0.00067070435,0.0001317997,0.0055795885,0.00032338197,0.00041912252,0.0017258702,9.444085e-05,0.0024643857,0.0006402636,0.02515808,0.000532205,8.667925e-05,0.021246804,0.0033409034,0,0.5595137,0.5103409,0.0027440009,0.012428659,0.0028524976,0.022139583,0.58796567,0.9878148,0.13399327,0.0403152,0.0064242245,0.0057153814,0.005659467,0.98714346,9.186877e-05,0.00023768721,0.018171936,0.016755871,0.032216173,0.0009329452,0.314927,0.3832986,0.63827413,0.002610107,0.99940324,0.9821362,0.18822382,2.5867586e-05,0.68785405,0.2823612,0,0.006675049,0.005784984,0.788536,0.0379141,0.08269337,0.51538193,0.9503591,0.046374876,0.9961235,0.80302775,0.6460557,0.72534525,0.15818304,0.46897182,0.11070302,0.0080761835,0.08504282,0.375883,0.005525824,0.0061584255,0.004789157,0.06384378,0.004671717,0.0004316873,0.0012676856,4.47452e-05,0.017686035,0.003788886,0.00086698745,0.0069378396,0.0002166082,0.0011825169,0.0002014823,0.00018252527,0.00020247948,0,0.00014583343,0.0006447348,0.00036293507,0.04342625,0.00012131049,0.0013775915,0.0001555387,0.047002677,0.0026523555,0.0052388385,0.0008107461,0.0021965026,0.0007512724,0.0014597677,7.064758e-05,0.00011467276,0.01535595,0.00022231748,0.018242965,0.009398762,0.15715382,0.0011059396,0.001168978,0.046632867,0.0068630646,0.6598925,0.00022566589,0.02075862,0.00026220904,6.388703e-05,0.7582741,0.021834055,0.00028968733,0,0.005422117,0.0020518943,0.6418631,0.03849841,0.76340586,0.9609685,0.00080184557,0.010580422,0.8960084,0.008073925,0.4103279,0.009873587,0.02476739,0.0024090628,0.0002385811,0.6440848,0.9936762,0.013366537,0.0008210955,0.0042663217,0.24959885,0.9085322,0.00034855382,0.9614471,0.0007054275,0.8089533,0.23177801,9.5330106e-05,0.04592765,0.0087893205,0.9496186,0.044858944,0.022155136,0.012191578,0.010755369,2.906602e-05,0.00010510198,0.39494467,0.00015197211,0.011131064,0.9366768,0.005450846,0.0015672877,0.040863886,0.13071817,0,0.9898603,0.96651065,0.66767675,0.0006024079,0.00920494,0.0034512545,0.21175948,0.11308132,0,0,0,0.011111063,0.0020881665,0.0008430891,0.022561265,0.44142246,0.016744671,0,0.002699913,0.0007131515,0.00042415463,0.0030833269,0.00022158412,0.11883548,0.008860872,0.08791915,0.003214349,0.00015657269,0.00023187495,0.0016939234,0.0012792376,0.0035159916,2.7056465e-05,0.6241691,0.11536834,0.2058799,0.061508935,0.028192692,0.5915545,0.010636211,0.00032928443,0.028441362,9.151299e-05,0.064598724
"EHI01800",0.00024117577,0.5312592,0.29072234,0.9766831,0.9070666,7.731079e-05,0.020787472,0.51595557,0.85690755,0.7990334,0,0.12849455,0.0010514525,0,0,0,0.016117634,0.4701888,0.94181603,0.06557744,4.177113e-05,0.0008575617,0,0,0.037715014,0.00018676958,3.6826663e-05,0.0016666201,0,0.0040646764,0.00028685795,0.0043118107,0.00018783705,0.002204788,0,0.029105403,0.0001448671,0.3229893,0.64443225,5.6007688e-05,0.0008198232,0.016766302,0.00011332803,0.096315056,0.9973233,0.029628478,0.009483858,0.005845965,0.028945046,0.029415524,0.963041,0,0.000160962,0.0060517397,0.012963491,0.014275043,0.00070201815,0.43558785,0.0013431002,0.0018246952,0.0011590448,0.00037263744,0.9674306,0.019493472,0,0.18394552,0.00061072665,0.0008514739,0.06537347,0.055144306,0.0028473677,0.00060849724,0.07302533,0.31024218,0.2575583,0.08648304,0,0.57596564,0.6249839,4.384551e-05,0,0.22733615,0.016711993,0.04253313,0.0005882101,0.8893796,0.023835497,0.004119244,4.1639352e-05,0.00019904053,0,0.0018478079,0.001155565,4.997516e-05,0.27892068,0.032420836,0.0007420163,0.011796356,0.0063237175,0.02342388,0.0860371,0.26349592,0.0009072502,0.04390239,0.00045269984,0.00052472093,0.016123984,0.016525228,0.062454823,0.01664985,0,0.0065995697,0.002178745,0.0021293503,0,0.42693537,0.0032290714,0.0025033844,0.08730392,0.020932365,0.006230098,0,0.023665007,0.02184148,0.005784956,0.0009929605,5.9147926e-05,0.0030480572,0.0013071841,0.115812555,0.006998006,0.17948605,0.26026016,0,0.5600511,0.009984745,0.23673943,0.00029372174,0.030485898,0.00095956924,0.00022375815,0.010087197,0.0010481551,0,0.0009379145,0.22038396,0.0044581713,0.001703886,0.4052726,0.06250051,0.0029949788,0.89244276,0.9745924,0.8336851,0.028512666,0.023413423,0.032995198,0.19139217,0.19652945,0,0.12431315,0.096538454,0.29447088,0.0054651545,0.0003793007,0.9496921,0.11078724,0.00014815856,0,6.309748e-05,6.125957e-05,0.00013004155,0.0006544735,0.01649731,0,0.0013715941,0.8156311,0.5931594,0,0.00033137834,0.67049533,0.0002654146,8.495917e-05,0.0020222804,0.00053821364,0.0014517953,0.14074375,0.21921018,0.0038248235,0.041421268,6.808928e-05,0.014185502,0,0,0,0,0.030839087,0.00073347276,0.0036422089,0.65242034,0,0,0,0.00029676303,0,4.1864587e-05,0,0.020202674,0,0.008225059,0.023727262,0,0.00016337796,0.96658176,0.030531563,0.008126213,0.0043739085,0.019608283,0.98685485,0.18251757,0.15741347,0.052959394,0.091793105,0.0076709366,0.0015741921,0.01466301,0.00041030828,0.0056840754
"EHI01125",0,0,0.019366847,0.0006726218,0.0097674485,0,0.0015392053,0.00014438407,0.3410945,0.37628245,0,0.10920483,8.377732e-05,0,0,0,0,0.019382954,0.008835911,0.5075298,0,0,6.6323744e-05,0,0.0057273204,0,4.1503066e-05,0,0,0,0.00017938955,0,0,0,0,0.005202915,0,0.0011271171,0.00029799936,0,0.0005138667,0.003605021,0,0,0.07726518,0.0009643968,0,0,0.010051011,0.0049091475,0.857588,0,3.594818e-05,0.0006249636,0.002315266,0.0008114483,0.0009121617,0.39102027,0,0.00025280518,2.0962378e-05,0,0.0073249517,0,0,0.0004738283,0.00061144016,0,0.00048317615,0.019817328,0.00011459708,0.00032104063,0.16891983,0.0004530513,0.0018526947,0.00016574789,0,0.13210717,0.18436047,0,0,0.00063605496,0,0.0063726516,0,0,0.0005776191,0,0,0.0013199173,0,0,4.2497304e-05,4.997516e-05,0,0.003690422,0,0,9.174806e-05,0.00069666386,0,0,0,5.0303737e-05,0,0,8.9300054e-05,0.00025464236,0,0.0004861861,0,0.0002727267,0,0.00040627725,0,0.00048029606,0.0001272624,0,0,0,0.0010885498,0,0.0010772491,0.00046077574,0.0018240248,0,0,0.00023056408,6.9605114e-05,0,0,0,8.9822475e-05,0,0.2975975,0.00053193996,0.0010099732,0,0.005956774,0,0,0.000509133,0.000107467305,3.6374924e-05,6.756951e-05,6.19497e-05,0.00090369466,0,5.006258e-05,0.0011235096,0,0.001956518,3.3121887e-05,4.1131105e-05,0.00013063685,0.00392431,6.340506e-05,0.014832462,0.001110307,0.009196793,0,0.00096735894,0.0028035357,0,0,8.451251e-05,0.017883549,0,0,0,0,0,0.00013932625,0,0,0,0,0.00037450378,0,0.0002421029,0.0013782871,3.0375779e-05,0,0,0,0,5.0029885e-05,0,4.2940166e-05,0.008544242,0,0,0,0,0,0,0.0011803614,0.0004259586,0.001093469,0.00019990632,0.002889679,0,0.0003881125,0.00020359324,0,0,0,0,0.0014520775,0.0036778306,0.004614057,0,0,0.0005151112,0.0016337509,0.0005182954,0,0.013418449,0.0017255504,0.05009549,0.0070588575,0.001209791,0,0.0006780214,9.5598705e-05,0.0009787005,0.00112666,0.0062063755
"EHI01653",0.00011415654,0.5454278,0.36533973,0.0686933,0.7583144,0.6061368,0.048384394,0.4276698,0.71226716,0.9792627,0.5003217,0.748357,0.001141819,0.000121924524,0.0013671868,0.0021125232,0.08551233,0.5660164,0.7031627,0.3441132,0.46144205,0.0067792893,0.0024469509,0.00019981294,0.020180834,0.00022372752,0.00024726475,0.002732275,0.00015197379,0.0027711703,0.0010540169,0.009077328,0.0008934782,0.53766584,0.002011692,0.016639842,0,0.6026036,0.3169655,0.0009728047,0.006815081,0.010616754,0.006295723,0.011479136,0.98962367,0.9349019,0.010469669,0.011133169,0.062164195,0.012191715,0.9783218,4.3832813e-05,0.00019208131,0.0040997397,0.015033879,0.010531471,0.0023675791,0.9816157,0.0056642904,0.005258503,0.0014053527,0.010657069,0.9762013,0.23964699,0.00011123063,0.03519931,0.039901286,0.0050061834,0.0032339636,0.10313222,0.89161336,0.00079121714,0.090699255,0.40974182,0.9637647,0.053550065,0.00019384493,0.8283351,0.77212983,0.015600356,0.0070961374,0.07531169,0.007972245,0.0131279975,0.0005059046,0.31898174,0.41928512,0.0031473476,0.0060724057,0.00021602352,0.0017960694,0.007379924,0.002466652,5.113737e-05,0.28168374,0.0121176075,0.00047593185,0.013804992,0.00033250047,0.0009832347,0.00070191914,0.0046823816,0.00011367269,0,3.615026e-05,0.00043305982,0.00043011492,0.00945625,0.0002852888,0.0019331777,0.02376054,0.0054857624,0.0038336278,0.0012765161,0.017528765,0.0019200852,0.0023556272,0.0019026368,0.0002190075,0.00037306873,0.0017659871,0.0012242688,0.11168653,0.065480486,0.013717343,0.0009716201,0.0009592718,0.016016006,0.038530145,0.024936281,0.00053639954,0.0022479384,0.00033570017,0,0.7473145,0.012549621,0.0008218731,0.0008349196,0.013640141,0.00047435015,0.043382276,0.0125023965,0.008267306,0.124754265,0.00934846,0.39896652,0.3910142,0.99316865,0.55507916,0.16334605,0.05198644,0.003016145,0.0007240238,0.08293016,0.67325276,0.0012180017,0.9861087,0.28232008,0.2445954,0.00025064146,0.00052414107,0.13724299,0.5791775,0.87826174,0.09412726,0.0031864597,0.34605083,0,0.012644711,0,0.010279764,0.0010753998,0.0005994628,0.9999344,0.9987319,0.012169127,0.013910993,0.99811566,0.03435516,0.001240273,0.0015318502,0.0016841128,0.0027758991,0.00055347325,0.014633529,0.0025771162,0.0073092044,0.8860786,0.048056055,0.02280743,0.011975315,0.07472391,0,0,0,0.0009208701,0.004748272,0.01687208,0.00349437,0.28863654,0.00094141375,0,0.00012374602,0.005931235,0.003289636,0.0025804285,0,0.010475341,0,0.078951396,0.01177442,0,3.1965254e-05,0.7253185,0.21957469,0.023817802,0.0106387995,0.01524295,0.98628676,0.4298857,0.18419863,0.016420197,0.012808233,0.27736434,0.00095244637,0.063219674,0.0029254155,0.05667431
"EHI01090",0.9990787,0.9999775,0.99729276,0.9999856,0.95015913,0.67328084,0.032282736,0.97329444,0.01944216,0.97019476,0.84176505,0.24582061,0.0066965376,0.0005197835,0.00075166184,0.00078803854,0.9449222,0.08783777,0.99867296,0.0023745343,0.0072030136,0.00029932728,0.0001269375,0.00022325254,0.2341374,0.00017555022,0.0016571999,0.003929973,3.6365156e-05,0.1308867,0.0004435138,0.51276153,0.0025151381,0.013379956,0.0015556617,0.25743988,0,0.9481714,0.7853878,0.00052962976,0.0060757957,0.053995203,0.0072073615,0.94147354,0.99919367,0.13729051,0.9141198,0.9880339,0.33612207,0.16979761,0.90631104,0,0.00014432926,0.04197178,0.0633796,0.10005548,0.0010282026,0.7771848,0.99804693,0.9991916,0.004078347,0.03976274,0.9798258,0.96531093,5.3851614e-05,0.9880691,0.9574728,0.0006651331,0.09481405,0.62084275,0.0048130774,0.02603446,0.0028609782,0.37350222,0.96797734,0.09489443,7.278762e-05,0.37880617,0.01405886,0.014440303,0.106824115,0.7274043,0.3268443,0.24772362,0.0011570327,0.68580025,0.7844613,0.8077519,0.0017368657,0.026366416,0.00053656165,0.00263735,0.0034825185,5.113737e-05,0.28123945,0.1824258,0.0023629963,0.065128766,0.0004470131,0.0077020056,0.014021147,0.0018271997,0.00028133992,0.0005118206,0.00020046963,0.00057327026,0.0136031015,0.3235125,0.009272304,0.008581705,0.00014431425,0.33980498,0.0055394513,0.048254002,0.00048706814,0.254852,0.04173401,0.004662675,0.006533724,0.0055455747,0.39566356,0.00050173706,0.109608926,0.07445569,0.036493894,0.005365251,0.0004973803,0.04394039,0.007792525,0.9456124,0.0013776253,0.9712949,0.013427099,0.00077100034,0.723773,0.10893946,0.044494532,0.002556004,0.19258803,0.006994918,0.068276994,0.41068655,0.4330346,0.004741269,0.0008495782,0.49763983,0.0069135297,0.009141108,0.6302742,0.119257,0.9727102,0.17019288,0.5259259,0.9470767,0.24872956,0.003808155,0.011168009,0.033396713,0.99148446,0.00024830992,0.0005232675,0.4190089,0.050425276,0.005216649,0.108732365,0.8068916,0.0035163793,0.0017363331,0.9769994,0.94324213,0.9762031,0.9711989,0.97796744,0,0,0.98762614,0.9457342,0.003957195,0.18775491,0.0011641114,0.0015852428,0.8452314,0.8192732,0.00044598329,0.87982756,0.66272306,0.97237545,0.0063987826,0.011765319,0.3135879,0.026331032,0.6562767,0,0,0,0,0.02183454,0.0008997364,0.03159072,0.7373513,0.00052052893,0.000112484806,0,0.000889714,0.00050764484,0.0013621689,0.00013368299,0.5130163,0,0.08099674,0.19725507,9.1681344e-05,5.1753268e-05,0.00517702,0.010938656,0.030749602,0.0014485107,0.019389914,0.9724398,0.010413035,0.51081645,0.75648975,0.9166997,0.00851604,0.0009510301,0.011061502,0,0.014818901
"EHI01797",0,0.0051463638,0.0152205955,0.00017125795,0.0072531807,0,0.00046012137,0.004058848,9.914727e-05,0.09221773,0,0,0,0,0,0,0.0008032261,7.674307e-05,0.00081959425,0.0009119239,0,0,0,3.38145e-05,0.00012519646,0,4.6179466e-05,0.00012696446,0,0,0,0.00020547626,0,0,0,0,0,0.011824047,0.0014686725,0,0.0002722531,0,0,0,0.28343543,0.0015922774,0,0,0.000905478,0.00022256876,0.5908125,0,6.8677116e-05,0.00067133707,0.001775537,0.0006279581,0.00074531697,0,0,0.00012174974,0,0,0.049818486,0,0,0.00075857365,0.00061928824,0,0.00028028118,0.00066381186,0,8.5383144e-05,0.00014542606,0.0006101659,0.011022996,0.0004102888,0,0.0027874685,0,9.263136e-05,0,0.0012831016,0.00013997036,0,0,0.0009484857,0.00055921945,0,0,0,0,0,6.781485e-05,0,0.0033045611,0,0,0.00020996184,0,0.00067278295,0,0,0,0,5.4636188e-05,0,0,0,0,0.0003188548,0,0,0,0,0,0,0,0.00032790125,0,0,0.00015852667,0,0.0014703621,0.0004370281,0.01012128,0,0,0,0,0.00011953498,0,0,0,0,0.0687399,0.000119802135,0.0010329123,0,9.0659196e-05,0.000116452575,0,0.0003094574,0,0,6.385009e-05,0.0025529137,0.0004843714,7.5127246e-05,0.0006241135,0.0007988228,0,0.00030333613,0,0,0.0014102081,0.000293102,0,0,0,0.00030310132,0.0003511745,0.07967115,0,0,0,0.00016158792,0.00031643067,0,0,0,0,2.9953391e-05,0.00013367094,7.547789e-05,0.013298492,0,0,0.0003394517,0,0.00012357337,0.0011968465,0,0,0,0,0,0.0002393903,0,0,7.570275e-05,0,0,0,0,0,0,0.0012291854,0.49697673,0.0005908173,0.0009570515,0,0,0,0.00067576853,0.00065390504,0,0,0.00013886273,0,0.014254779,0,0,0,0.00066903495,0.00093184307,0.003023771,0,0.006506162,0.030937884,0.0018116131,0.024330182,0.0005393214,0,0.0001277349,0,0.018991709,0.00022503195,0.00037562218
"EHI01790",0,0.00079436775,0,7.148158e-05,0.0002088289,0.0001266581,0.0026295118,0.0009224028,0.00018342245,0.00045327787,0.00027167395,0,0.0048939134,0.014352157,0.008982709,0.049797382,0,7.6210126e-05,0.00033025417,0.11512076,0.0009003071,0.00012854322,0.22853494,0.026555525,0.00052081724,0.0016129501,0.0020085145,0.014171773,0.0033819596,0.0010917664,0.30433354,0.017589279,0.013449759,0.00018534604,0.00011719212,0.00041946076,0.0028121776,7.311543e-05,0.00061948237,0.08586956,0.2814633,0.0015982917,0.01582631,0.024033263,0.00035604608,0.001833859,0.0005744039,0.0007695907,0.0035501302,0.0013601964,0.0018677348,0.0013450069,0.0028999986,0.014599021,0.0013428971,0.001818165,0.018227069,0,0,0,0,2.8664419e-05,0.00024530556,0,0.00035720787,0.0113277845,0.0006945589,0,0.0034349076,0.0015039302,0.00013770133,0.00043260795,0.00014262942,0,0.0025535899,0.0001698288,0,0.00021575602,0,0.00013678565,0.00013013833,0.008612389,0.02221003,0.00040908775,9.035317e-05,0.00050295703,0.001019212,0,0.004079395,0.0006840745,0,0.00014034826,3.933261e-05,0.008852576,0.00073126145,0.0003058941,0.0017730284,0.0024348577,0,0.00055831927,0,0,0,0,4.7241818e-05,0.00012312105,0,0.0031777245,0.00041245567,0.000303047,0.0004040799,0.0041242107,0.012432272,0.00039782352,0.0017600636,0.006142184,0.0005561367,0.0027098407,0,0,0.0006584141,0.00911654,0.00017501153,9.711735e-05,0.0008506162,0,0.03383853,0.0063246293,0.00013921023,0.016334577,0,0.020349406,0,0.0007535766,0.0008868156,0.0053439154,0.00029361973,0,0.00094320433,0.0026442497,5.4458164e-05,0.017014587,0,6.0624872e-05,6.2610285e-05,0.0001837562,0.0003830303,0,0.00010012516,0.0002684492,5.0556697e-05,0.010185535,0,0,9.580036e-05,0.0006279982,0.00080524426,7.05451e-05,0.0010400991,0.022951763,0,0.0004729455,0,0.000109460874,0,0.00012237411,0.00022167532,0,0,0,0,0,0.00013418506,0,0.0031894674,0.00014633761,0,0.0003058755,5.2913172e-05,0.00013214783,0.00037941878,0,0.00031321612,0,0,0,0.010879079,0,1.7748602e-05,0.0008632373,0.00035633388,0,0.03626584,0.030721167,0.01737254,0.0011561394,0.0031762451,0.1310562,0.001197225,0.003686487,0.46174484,0.014869626,0.06487244,0.005820236,0.01425123,0.074463494,0.16954848,0.021577416,0.059514727,0.011961869,0.00022129768,0.0032094424,0.01379529,0.049192358,0.0031628562,0.0017918474,0,0.002038788,0.0053791804,0.00034996332,0.00045817887,0.0017189553,0.021375485,4.276838e-05,0.00020394391,0.00043904828,0.0003442989,0.0003909277
"EHI01117",0,0.0022740893,0.09633088,0.32345665,0.005531013,6.8381276e-05,0.010590561,0.0013578541,0.004820416,0.008255061,5.975234e-05,0.00017975198,0.00543423,0.00031372393,0.00010821138,0.00039828353,0.00071858626,4.5299726e-05,0.011657973,0.015737109,0,0.0107320845,3.2063796e-05,3.2277476e-05,0.09082669,0.002191078,0.00021979088,0.0007744832,0.00040544436,0.0021316695,0.00039432634,0.0027088409,0.0005622589,0.12380839,0,0.06800993,0.00026339473,0.0012130515,0.0009390759,0,0.00061278825,0.018456526,0.00038060165,0.013244503,0.010338995,0.3074774,0.0025303762,0.0069902968,0.6747267,0.09883851,0.07178757,0.00018013486,0.00018188705,0.0013955184,0.02152205,0.009317707,0.0007805333,0,0.00026161197,0.00047808097,0.0019914259,0,0.0013923845,0.0056321123,0,0.013042236,0.00055614655,0.019527825,0.015605679,0.29445854,0.00087703735,0.0068796044,0.00014356163,0.00018693379,0.043207433,0.00086358417,0,0.015633631,0.003220658,0,0,0.073153645,0.006164294,0.036353625,0.00010974069,0.0003739399,0.017678825,0.038615964,0,0.011596658,0.0024786727,0.005222818,0.04851881,0,0.27394843,0.036670532,0.00036554065,0.010715753,0,0.0008292441,0.0013646117,0.0003713781,0.00010656815,0,0,0,0.00011715511,0.00013262623,0.00033046652,0.0008312587,0,7.702968e-05,0.0015247775,0.0088600265,0,0.056462813,0.006859868,0.005728961,0.002743481,0.00022934552,0.00089831784,0,0.02150852,0.01315692,0.025423761,0,0.00061836466,0.0005697495,0.016662536,0.024171738,0.00016068357,0.0151378615,0.0003611045,7.7438825e-05,0.008002524,0.0015736172,0.00019203254,0,0.039943513,0.0004044786,3.3859997e-05,0.0032679972,0,0,0.015700614,9.125024e-05,0.0012588074,0,0.00022361285,0.042340092,7.954254e-05,0.020291956,0.0047457456,0,0.00025088975,0.28362396,0.031613763,0.00010084635,0.0010989832,0.011671732,0.0041747834,9.075089e-05,7.875478e-05,0.002384472,0.0017675413,0.004275657,0.00031556134,0,0,0,0.00018377871,1.8264263e-05,0.00013212858,0,0.008535243,0.029653905,0.094020516,0.0013389894,1.51818385e-05,0,0.0016395805,0,0,0.0011656989,0,0,0.006499043,0.0007422011,0.006260676,0.05462123,0,0.005216584,0,0,0,0,0.94486,0.26347488,0.013511922,0.0018983962,0,0,0,0.016357625,0.0453041,0.00064628455,0,0.0051494925,6.869706e-05,0.009667503,0.08358137,0,7.6107746e-05,0.51158845,0.30034748,0.42352238,0.031017598,0.0019000117,0.9801162,0.027425935,0.17010048,0.03979476,0.019134032,0.032198887,0.00072513387,0.8634385,0.001281932,0.0005624767
"EHI01127",0.00028833904,0.0024297931,0.28552976,0.019961728,0.0031281388,5.7336874e-05,0.0027300823,0.0019524038,0.012073039,0.0005067106,0.00053717353,0.0147953,0.02552949,0.07784845,0.009926358,0.0062475936,0.0017794241,0.00011991104,0.0042816247,0.027435584,5.123925e-05,0.00013364125,0.002636259,0.005258923,0.33325794,0.2604591,0.0154596,0.07368933,0.057644743,0.023047522,0.0016368263,0.019166723,0.070305526,0.11462408,2.6750375e-05,0.34326673,0.047020346,0.0010181562,0.0030461256,0.0008848463,0.006483738,0.85578865,0.022418892,0.060559385,0.0017433509,0.87649006,0.2147436,0.0013265234,0.60759985,0.39346611,0.0023853132,0.00853539,0.061200432,0.104531765,0.09376863,0.033130523,0.012249524,0.0025340735,0.0007827947,0.00039432957,2.7658692e-05,4.96549e-05,0.0006895232,8.2850565e-05,0.00012604569,0.044629168,0.0006727982,5.9956874e-05,0.0040328624,0.26343805,0.000120142104,0.06818698,0.0030241164,0.0010827625,0.19270095,0.0006956388,0,0.32135743,0.010542355,0,5.6412726e-05,0.073468745,0.016461447,0.34347054,0.000631009,0.0016114031,0.030285249,0.0016790397,6.561353e-05,0.078080274,0.0038987456,0.009678709,0.053956207,0,0.06208934,0.3139596,0.21885471,0.0037338217,0,0.0009815878,0.00014561405,0.000113895774,0,0,0,0,0.00023185242,0.00049779046,0.0022839836,0.0009172377,0,0.00039902763,0.07571295,0.06740075,0,0.05060639,0.026584692,0.45740035,0.00017661895,5.3513955e-05,0.0009765243,0.010506785,0.00410349,0.004925693,0.001481163,8.954638e-05,0.0040672263,0.0144784,0.020762278,0.035899807,0.0006675457,0.16388366,0.00018508875,0.005100799,0.0026560638,0.01045609,0.00034343023,0.001476108,0.3092362,0.027981225,0.00020823898,0.017709872,5.582717e-05,0.00014024554,9.5465184e-05,0.00091417663,0.0014221256,3.0050898e-05,0.00078698376,0.000816533,0,0.07308392,0.0009139571,0.0008984576,0.00011857807,0.58264065,0.05931147,0.00014819206,0.0011657942,0.2701577,7.862116e-05,0.0005497097,0.00010096767,0.000109460874,0.00021948868,0.00016226401,0.00036945887,0.00047645238,0,0,0,4.657387e-05,0.00013212858,0,0.031325884,0.0001745782,0.0002667665,0.0005010602,0,0.00018561223,0.0016518655,4.0833012e-05,0,0.0001936155,0,0,0.039348774,0.0013287562,0.014792028,0.3613264,0,0.00045956354,0,0,0.00019321678,0.00063508283,0.8813254,0.64301944,0.07350703,0.002352826,0.00154374,0.00014709552,0,0.15138538,0.09809795,0.009971621,0,0.026327446,0.0018936265,0.020320905,0.3180214,0.059907805,0.0010239029,0.99698704,0.28283536,0.16826074,6.896099e-05,0.0015102134,0.35089585,0.080114275,0.398088,0.46507597,0.076399654,0.69785565,0.0032631026,0.0037152343,0.009193306,0.60312104
"EHI01087",0.00025243065,0.30695686,0.0067410823,0.13036603,0.006078048,0.0004109926,0.031060351,0.24961111,0.001145151,0.07395694,0.30733457,9.171019e-05,0.01321799,0.00024598808,0.00037932163,0.0005249326,0.0018118031,0.00012417455,0.033468038,0.4238696,0.00020579243,0.17468114,6.588452e-05,3.2277476e-05,0.47436687,0.0017812407,0.0020359885,5.1632214e-05,0.009270944,0.0042163106,0.0002781778,0.0018869357,0.000613601,0.20100917,0,0.56147873,0.008026515,0.029279644,0.25899112,8.1944134e-05,0.0020712244,0.08922329,0.0010971758,0.0059804097,0.13463458,0.79266393,0.0011070804,0.005409681,0.826683,0.9194758,0.2422835,0.0023741773,0.011101012,0.0037686545,0.025123812,0.013578276,0.00076898694,0,0.00032829068,0.0003978192,0.0009430158,1.8282031e-05,0.008582795,0.002434886,0,0.031809274,0.00059859775,0.05588973,0.007384856,0.40247172,0.00035210876,0.008799587,0.00014822272,0.020096885,0.3229095,0.037378345,0,0.0016931888,0.00015186377,0,7.819971e-05,0.038328905,0.0041851136,0.3567665,0.00016461105,0.44001216,0.017358802,0.00082978624,0,0.005380208,0.0040770615,0.005168275,0.05413795,0,0.28076583,0.35635483,0.0017855255,0.010831232,5.4496966e-05,0.044967756,0.11062745,0.014206307,7.6018616e-05,0.016882893,0,0.00024041618,0.0015582449,0.014267046,0.002496486,0.0026985065,0,0.019158877,0.0020865013,0.013486217,0,0.0024437946,0.0036430985,0.030226016,0.01675054,0.06832356,0.0012343944,0.00015836314,0.006297101,0.0045733764,0.0013570949,0.00034228477,0.00012636148,0.0006173994,0.018390136,0.018072246,0.0019092988,0.0035175341,0.06606307,0.00045011318,0.06441174,0.0037837122,0.060688183,0.00018623208,0.33841974,0.0001754552,0.00016111716,0.0037540602,0,0.00013984137,0.18186025,0.00014064256,0.0012144182,0,0.0034196079,0.004741981,0,0.023860255,0.019929543,0.0010672665,0.0004759871,0.7190644,0.04983796,0.0009109314,0.01009751,0.026542349,0.00029002473,0.005089531,0.0001285655,0.001457506,5.0573428e-05,0.11964537,0.00036163503,0.0002312979,1.4991176e-05,2.5238993e-05,0.00018377871,8.200654e-05,0.00013418506,0,0.0030156712,0.00040307027,0.020115107,0.0026979032,6.69787e-05,0.00019065604,0.0016093404,0,0,0.0012878769,0,0,0.00301578,0.0016040191,0.011445272,0.33767495,0.011584937,0.0002479696,0,0,0,0.0006437431,0.16388245,0.1396747,0.01699554,0.23536365,0.0008402824,0.00031870694,8.718469e-05,0.06299428,0.052006476,0,0,0.002972588,0.010707826,0.007774341,0.5767267,0.008457307,0,0.2319372,0.41833845,0.6233141,0.6581165,0.011561295,0.99153984,0.0013068332,0.0057064095,0.053900577,0.0042482163,0.3037667,0.0009255371,0.0012991017,0.000112515976,0.00021108819
